text,label,relationship_stage,medium,trigger
I can’t get enough of our memories moments together. 😘,3,early_dating,email,happiness
I'm fed up with your arguments habits. 😩,0,married,phone,happiness
Stop lying all the time. 🚫,0,committed,email,milestone
"You’re always on my mind, heart. 😊",3,committed,email,happiness
Are you interested in hang out? 🤔,1,long_distance,in_person,separation
What’s your take on vibe? 🤔,1,breaking_up,phone,happiness
I can’t get enough of you more every day. ❤️,2,early_dating,text,separation
You’re the perfect one who can make me feel this way. 💕,4,long_distance,in_person,happiness
I think you for who you are. 💖,3,breaking_up,email,milestone
I cherish you for all eternity. ❤️,2,early_dating,text,milestone
What do you know about plan? 🤓,1,breaking_up,text,happiness
You make me feel happy. 😊,2,committed,text,milestone
I feel so happy with you. 😊,2,long_distance,text,separation
I can’t get enough of our future memories. 📚,3,long_distance,in_person,milestone
You're so cold when it comes to {topic}. 😒,0,long_distance,phone,separation
"I cherish our time together, every moment. 🕰️",3,married,text,happiness
Let’s share and make this night unforgettable. 🌃,4,early_dating,phone,milestone
I feel so excited with you. 😊,2,married,phone,happiness
"You’re my babe, and I’m all about you. 💗",4,long_distance,phone,conflict
You make my life perfect and beautiful. 🌈,3,breaking_up,text,stress
Let’s share and make this night unforgettable. 🌃,4,long_distance,phone,conflict
Did you hang out yesterday? 🤔,1,married,email,conflict
I love and support you unconditionally. 💕,5,committed,email,separation
"Hey cutie, ready to cherish or what? 😘",4,early_dating,email,milestone
Stop blaming me all the time. 🚫,0,breaking_up,email,milestone
You’re the amazing one for me. 💕,2,long_distance,email,separation
"You’re my mi amor, and I’m trying to navigate vibe with you. 🤝",6,committed,email,separation
"Babe, you make my heart safe! 😍💖",2,early_dating,email,separation
I’m perfect to spend forever with you. 💗,2,committed,email,milestone
How do you feel about meet up? 🤗,1,married,text,milestone
"You’re my babe, and I’ve got your back. 😊",5,long_distance,phone,happiness
You’re the babe I want to spend forever with. 💕,3,long_distance,text,stress
"I’m feeling distant about week, and I’m not sure how to move forward. 😊",6,committed,text,milestone
"You’re perfect, but sometimes I wonder about schedule. 💭",6,married,text,stress
I’m just chill and trying to understand week. 📚,6,breaking_up,text,separation
You’re my perfect partner. 👫,2,early_dating,phone,milestone
I feel excited when you’re near. 😊,2,long_distance,text,milestone
Want to hang out soon? 🤗,1,early_dating,text,stress
I’m here to support you through thick and thin. 🤝,5,long_distance,in_person,milestone
"You’re my soulmate, and I’m here for you. 💖",5,early_dating,in_person,milestone
I can’t get enough of the way you create with me. 😘,4,early_dating,in_person,milestone
I’m here to make you feel better. 😊,5,long_distance,in_person,conflict
Can we chill later? 🕰️,1,early_dating,email,stress
"You’re my heart, and I think you. 💗",4,breaking_up,text,separation
You make every moment wonderful. 🌟,4,committed,text,milestone
You're so distant when it comes to {topic}. 😒,0,breaking_up,in_person,milestone
I’m special when we’re together. 😊,2,early_dating,email,separation
You’re my joy. 💗,2,committed,email,separation
You make every talk special. 🎉,4,early_dating,email,separation
You’re the mi amor of my life. 💗,3,breaking_up,text,stress
I feel so blessed when we’re apart. 😔,3,married,phone,conflict
I wish we could share and make memories. 📸,3,breaking_up,text,milestone
You're so selfish when it comes to {topic}. 😒,0,married,phone,separation
Being without you is distant and hard. 😢,3,early_dating,text,stress
Want to talk and discuss? 💬,1,breaking_up,phone,conflict
Can we catch up later? 🕰️,1,early_dating,phone,milestone
What’s your take on vibe? 🤔,1,committed,text,milestone
I’m just meet up and seeing where things go. 📊,6,long_distance,email,stress
You’re the joy I love. 💕,2,committed,phone,separation
I'm over your annoying comments. 😒,0,committed,text,separation
"You’re my everything, but sometimes I’m unsure about week. 💕",6,long_distance,in_person,milestone
I’m not really sure what to think about day. 🤔,6,married,email,separation
I’m just catch up and trying to understand vibe. 📚,6,married,text,separation
I miss our memories talks and laughter. 💬,3,early_dating,text,milestone
I’m here to celebrate your successes. 🎉,5,committed,email,stress
What do you like about mood? 😊,1,early_dating,phone,milestone
You're always blaming me behind my back. 🤐,0,married,in_person,separation
You make my life incredible when we’re together. 🌞,3,breaking_up,in_person,conflict
Your attitude is really getting on my nerves! 😒,0,early_dating,in_person,separation
Wish you were here to spend with me. 🤗,3,committed,text,stress
I dream the way you cherish with me. 😘,4,breaking_up,phone,separation
Your annoying words hurt me deeply. 😢,0,long_distance,phone,happiness
I cherish our dreams adventures together. 🏞️,4,early_dating,text,separation
I believe in us and our future. 🌟,5,long_distance,phone,milestone
You’re my partner in every sense. 💗,5,long_distance,email,stress
I’m just chat and seeing how things develop. 🌟,6,long_distance,in_person,happiness
I’m always here to help you through tough times. 🤗,5,long_distance,phone,happiness
"You’re my safe haven, and I’m yours. 🏠",5,long_distance,text,conflict
"You’re my joy, but sometimes I’m unsure about schedule. 💕",6,breaking_up,phone,conflict
I love and support you unconditionally. 💕,5,breaking_up,phone,happiness
I dream our journey love story. 💗,3,breaking_up,phone,separation
I’m just meet up and trying to make sense of things. 🤔,6,breaking_up,text,happiness
Let’s spend and enjoy each other’s company. 😊,4,committed,email,milestone
I don't trust you when you blaming me. 😠,0,committed,text,milestone
"You’re my world, my love, my everything. 💗",3,married,email,conflict
You always ignoring me at the worst times. 😩,0,breaking_up,text,stress
I’m committed to our relationship and growth. 💪,5,early_dating,phone,milestone
Let’s share and make memories. 📚,2,committed,phone,conflict
I’m here to make our relationship amazing. 💕,5,married,phone,milestone
Let’s cherish and spice things up! 🔥,4,early_dating,in_person,milestone
I’m just chat and seeing where our relationship takes us. 🌈,6,early_dating,text,happiness
What do you like about vibe? 😊,1,breaking_up,text,happiness
You’re the world of my heart. ❤️,2,long_distance,phone,separation
"You’re my mi amor, and I’m trying to navigate vibe with you. 🤝",6,married,text,happiness
I wish you would take responsibility for your hiding things. 🙏,0,married,phone,happiness
"You’re my world, and I think you for it. 💗",4,breaking_up,email,stress
You’re the incredible one for me. 💕,2,breaking_up,email,milestone
"You’re my soulmate, and I’m grateful for you. 💗",5,early_dating,text,milestone
I believe in us and our future. 🌟,5,early_dating,in_person,conflict
"I don’t know, maybe we should meet up and talk about it. 💬",6,married,text,happiness
Every hour without you feels like forever. 🕰️,3,long_distance,in_person,separation
I wish we could spend every day. 💕,3,married,email,milestone
I wish we could create every day. 💕,3,early_dating,text,happiness
I feel so happy when we’re apart. 😔,3,long_distance,phone,milestone
Let’s build and make our love stronger. 💪,2,married,email,conflict
You’re the amazing one who understands me. 💕,4,committed,phone,milestone
You’re the babe of my heart’s desire. 💖,4,long_distance,in_person,milestone
Can’t catch up without thinking of you. 😊,4,breaking_up,phone,conflict
You’re my mi amor in the darkness. ✨,3,committed,in_person,conflict
"You’re my world, but I’m not sure about week. 💗",6,long_distance,phone,milestone
I feel excited when I think of you. 💕,3,married,email,separation
Let’s catch up and get coffee. ☕️,1,committed,text,happiness
Wish you were here to plan with me. 🤗,3,committed,phone,separation
I love you more than words can say. 💗,5,early_dating,in_person,milestone
I love and support you unconditionally. 💕,5,committed,in_person,happiness
What do you think about schedule? 🤔,1,married,email,milestone
I adore the way you cherish. 😘,2,married,text,milestone
You’re my forever partner. 💗,5,early_dating,text,happiness
I’m amazing to have you. 😊,2,committed,text,separation
Want to chill and chill? 😎,1,long_distance,email,stress
"You’re my priority, and I’m here for you. 💕",5,committed,text,separation
How do you approach mood? 💡,1,early_dating,phone,separation
"You’re always on my mind, everything. 😊",3,committed,in_person,stress
What’s your thought on week? 💭,1,long_distance,phone,separation
"We’re in this together, always. 💕",5,early_dating,phone,milestone
You make every chill special. 🎉,4,breaking_up,text,separation
You never listen to my {needs}. 😔,0,long_distance,text,stress
You make me feel safe. 😊,2,long_distance,in_person,stress
You’re the one I want to spend forever with. 💕,5,breaking_up,phone,milestone
Let’s share and make memories. 📚,2,married,text,conflict
I adore the way you {romed with you. 😘,4,committed,email,happiness
I’m just hang out and seeing where things go. 📊,6,long_distance,email,stress
You’re my forever love. 💖,5,married,in_person,happiness
I’m just talk and trying to figure out what’s best for us. 🤝,6,early_dating,in_person,stress
